iter	Passed	Remaining
340	639	1235
341	641	1233
342	642	1231
343	644	1228
344	646	1227
345	648	1224
346	649	1222
347	651	1220
348	653	1218
349	654	1216
350	656	1214
351	658	1212
352	660	1210
353	661	1207
354	663	1206
355	665	1203
356	667	1202
357	669	1200
358	671	1198
359	673	1197
360	675	1195
361	676	1192
362	678	1190
363	680	1188
364	682	1187
365	683	1184
366	685	1182
367	687	1179
368	688	1177
369	690	1174
370	692	1173
371	693	1171
372	696	1170
373	698	1168
374	699	1166
375	700	1163
376	702	1161
377	704	1158
378	705	1156
379	707	1153
380	709	1152
381	711	1151
382	714	1150
383	715	1148
384	717	1145
385	719	1143
386	720	1141
387	722	1139
388	724	1137
389	725	1135
390	727	1132
391	728	1130
392	730	1128
393	732	1126
394	734	1124
395	736	1122
396	738	1121
397	739	1118
398	741	1116
399	742	1113
400	744	1112
401	746	1110
402	747	1107
403	748	1104
404	750	1103
405	752	1101
406	753	1098
407	755	1095
408	756	1093
409	758	1091
410	760	1089
411	761	1086
412	762	1084
413	764	1082
414	766	1080
415	768	1078
416	769	1076
417	771	1074
418	773	1071
419	775	1070
420	776	1068
421	778	1066
422	780	1064
423	782	1062
424	784	1061
425	786	1059
426	788	1058
427	790	1056
428	791	1053
429	793	1051
430	795	1049
431	797	1048
432	798	1045
433	800	1043
434	802	1042
435	804	1040
436	805	1038
437	807	1035
438	808	1033
439	810	1030
440	811	1028
441	813	1027
442	815	1025
443	816	1023
444	818	1021
445	820	1019
446	822	1017
447	825	1017
448	828	1016
449	830	1015
450	832	1013
451	834	1012
452	836	1010
453	838	1008
454	840	1006
455	841	1004
456	843	1002
457	845	1000
458	847	998
459	848	996
460	850	994
461	852	992
462	854	990
463	855	988
464	857	986
465	858	983
466	860	982
467	862	980
468	864	978
469	866	977
470	869	976
471	872	976
472	875	975
473	878	974
474	882	974
475	884	974
476	887	973
477	890	972
478	893	971
479	894	969
480	897	968
481	899	967
482	902	965
483	904	964
484	906	962
485	909	961
486	911	960
487	913	957
488	914	955
489	916	954
490	920	953
491	922	952
492	926	952
493	927	950
494	930	948
495	932	947
496	934	945
497	936	944
498	938	942
499	948	948
500	951	947
501	953	945
502	955	944
503	957	942
504	958	939
505	960	937
506	962	935
507	964	933
508	966	932
509	969	931
510	970	929
511	972	927
512	974	924
513	976	922
514	977	920
515	978	917
516	979	915
517	982	913
518	984	911
519	985	909
520	987	907
521	989	905
522	991	903
523	992	901
524	994	899
525	996	897
526	998	895
527	1000	894
528	1002	892
529	1003	890
530	1005	888
531	1007	886
532	1008	883
533	1010	881
534	1012	879
535	1014	878
536	1016	876
537	1018	874
538	1019	872
539	1021	869
540	1023	868
541	1025	866
542	1027	864
543	1029	863
544	1031	860
545	1033	859
546	1035	857
547	1036	854
548	1038	853
549	1040	851
550	1041	848
551	1043	846
552	1045	844
553	1047	843
554	1049	841
555	1051	839
556	1052	837
557	1055	835
558	1056	833
559	1058	831
560	1059	829
561	1060	826
562	1062	824
563	1063	822
564	1066	820
565	1067	818
566	1069	816
567	1071	814
568	1073	812
569	1074	810
570	1075	808
571	1077	806
572	1079	804
573	1081	802
574	1083	801
575	1085	798
576	1087	797
577	1089	795
578	1090	792
579	1092	791
580	1094	789
581	1097	788
582	1099	786
583	1101	784
584	1103	782
585	1104	780
586	1107	778
587	1109	777
588	1111	775
589	1113	773
590	1115	772
591	1117	770
592	1119	768
593	1121	766
594	1122	764
595	1124	762
596	1126	760
597	1128	758
598	1129	756
599	1131	754
600	1133	752
601	1135	750
602	1137	748
603	1138	746
604	1139	744
605	1141	742
606	1144	741
607	1146	739
608	1148	737
609	1149	735
610	1151	732
611	1152	730
612	1154	728
613	1156	726
614	1158	724
615	1160	723
616	1162	721
617	1164	720
618	1167	718
619	1168	716
620	1170	714
621	1172	712
622	1174	710
623	1176	708
624	1177	706
625	1178	704
626	1179	701
627	1181	699
628	1182	697
629	1184	695
630	1185	693
631	1186	691
632	1194	692
633	1195	690
634	1197	688
635	1198	685
636	1201	684
637	1204	683
638	1205	680
639	1207	679
640	1209	677
641	1211	675
642	1212	673
643	1214	671
644	1215	668
645	1216	666
646	1217	664
647	1220	662
648	1222	660
649	1223	658
650	1224	656
651	1226	654
652	1228	652
653	1229	650
654	1231	648
655	1233	646
656	1234	644
657	1236	642
658	1237	640
659	1239	638
660	1240	636
661	1241	634
662	1244	632
663	1245	630
664	1247	628
665	1249	626
666	1251	624
667	1253	622
668	1254	620
669	1256	619
670	1258	616
671	1259	614
672	1261	612
673	1262	610
674	1263	608
675	1265	606
676	1267	604
677	1269	602
678	1270	600
679	1272	598
680	1274	597
681	1276	595
682	1278	593
683	1280	591
684	1282	589
685	1283	587
686	1285	585
687	1287	583
688	1289	582
689	1290	579
690	1292	578
691	1294	576
692	1296	574
693	1297	572
694	1299	570
695	1300	568
696	1302	566
697	1303	564
698	1305	562
699	1306	559
700	1308	558
701	1310	556
702	1312	554
703	1314	552
704	1315	550
705	1316	548
706	1317	546
707	1319	544
708	1321	542
709	1323	540
710	1325	538
711	1327	536
712	1328	534
713	1330	533
714	1332	531
715	1333	528
716	1334	526
717	1336	524
718	1338	523
719	1340	521
720	1341	519
721	1343	517
722	1345	515
723	1347	513
724	1348	511
725	1351	509
726	1352	508
727	1354	505
728	1355	503
729	1357	501
730	1358	499
731	1360	497
732	1362	496
733	1364	494
734	1366	492
735	1367	490
736	1368	488
737	1371	486
738	1372	484
739	1374	482
740	1375	480
741	1376	478
742	1379	477
743	1381	475
744	1383	473
745	1385	471
746	1388	470
747	1390	468
748	1391	466
749	1393	464
750	1395	462
751	1396	460
752	1397	458
753	1399	456
754	1400	454
755	1402	452
756	1404	450
757	1406	449
758	1408	447
759	1409	445
760	1411	443
761	1413	441
762	1415	439
763	1418	438
764	1419	436
765	1421	434
766	1423	432
767	1424	430
768	1425	428
769	1427	426
770	1429	424
771	1430	422
772	1431	420
773	1434	418
774	1436	417
775	1438	415
776	1441	413
777	1444	412
778	1446	410
779	1449	408
780	1451	406
781	1453	405
782	1458	404
783	1461	402
784	1464	401
785	1466	399
786	1469	397
787	1471	395
788	1474	394
789	1476	392
790	1479	390
791	1481	389
792	1483	387
793	1486	385
794	1488	383
795	1490	382
796	1493	380
797	1495	378
798	1497	376
799	1499	374
800	1501	373
801	1503	371
802	1505	369
803	1507	367
804	1509	365
805	1512	363
806	1514	362
807	1515	360
808	1517	358
809	1519	356
810	1521	354
811	1523	352
812	1525	350
813	1527	348
814	1529	347
815	1530	345
816	1532	343
817	1535	341
818	1537	339
819	1539	337
820	1540	335
821	1542	333
822	1543	332
823	1545	330
824	1548	328
825	1550	326
826	1552	324
827	1554	322
828	1556	320
829	1558	319
830	1560	317
831	1561	315
832	1563	313
833	1564	311
834	1566	309
835	1568	307
836	1570	305
837	1571	303
838	1573	301
839	1574	299
840	1576	298
841	1577	296
842	1579	294
843	1580	292
844	1581	290
845	1583	288
846	1584	286
847	1586	284
848	1588	282
849	1589	280
850	1591	278
851	1593	276
852	1594	274
853	1596	272
854	1598	271
855	1599	269
856	1601	267
857	1603	265
858	1604	263
859	1606	261
860	1608	259
861	1610	257
862	1612	255
863	1614	254
864	1616	252
865	1617	250
866	1619	248
867	1620	246
868	1621	244
869	1623	242
870	1624	240
871	1626	238
872	1628	236
873	1630	235
874	1632	233
875	1633	231
876	1635	229
877	1637	227
878	1638	225
879	1640	223
880	1642	221
881	1644	219
882	1645	218
883	1648	216
884	1649	214
885	1651	212
886	1652	210
887	1654	208
888	1655	206
889	1656	204
890	1658	202
891	1660	201
892	1661	199
893	1663	197
894	1665	195
895	1667	193
896	1670	191
897	1672	189
898	1674	188
899	1675	186
900	1677	184
901	1679	182
902	1681	180
903	1684	178
904	1687	177
905	1689	175
906	1692	173
907	1694	171
908	1696	169
909	1697	167
910	1698	165
911	1700	164
912	1701	162
913	1702	160
914	1703	158
915	1705	156
916	1706	154
917	1707	152
918	1708	150
919	1709	148
920	1711	146
921	1712	144
922	1713	142
923	1714	141
924	1715	139
925	1716	137
926	1717	135
927	1718	133
928	1719	131
929	1720	129
930	1721	127
931	1722	125
932	1723	123
933	1725	121
934	1726	120
935	1727	118
936	1728	116
937	1729	114
938	1730	112
939	1731	110
940	1732	108
941	1733	106
942	1733	104
943	1734	102
944	1735	101
945	1736	99
946	1737	97
947	1738	95
948	1739	93
949	1740	91
950	1741	89
951	1742	87
952	1743	85
953	1744	84
954	1745	82
955	1746	80
956	1747	78
957	1748	76
958	1749	74
959	1750	72
960	1751	71
961	1752	69
962	1753	67
963	1754	65
964	1755	63
965	1756	61
966	1757	59
967	1758	58
968	1759	56
969	1760	54
970	1761	52
971	1762	50
972	1763	48
973	1764	47
974	1765	45
975	1765	43
976	1766	41
977	1767	39
978	1768	37
979	1769	36
980	1770	34
981	1771	32
982	1772	30
983	1773	28
984	1774	27
985	1775	25
986	1776	23
987	1777	21
988	1778	19
989	1779	17
990	1780	16
991	1781	14
992	1782	12
993	1783	10
994	1784	8
995	1785	7
996	1786	5
997	1787	3
998	1788	1
999	1789	0
	0
0
