iter	Logloss
371	0.3329804811
372	0.3327724643
373	0.3326130468
374	0.3324066726
375	0.3323702785
376	0.3322154076
377	0.3320729066
378	0.3320595965
379	0.3318596684
380	0.3317607786
381	0.3316759249
382	0.3314851289
383	0.3314178472
384	0.3313829911
385	0.3313194831
386	0.3313065755
387	0.3311933014
388	0.3309283341
389	0.3308390643
390	0.3307803628
391	0.3306841532
392	0.3306719961
393	0.3306173444
394	0.3305917693
395	0.3304571136
396	0.3303801574
397	0.3303427578
398	0.3300422344
399	0.3297276869
400	0.3297195165
401	0.3296742866
402	0.3294144648
403	0.3293884357
404	0.3293185888
405	0.3291679706
406	0.3291433997
407	0.3290857807
408	0.3289928452
409	0.3289555749
410	0.3288099093
411	0.3286378902
412	0.3286241918
413	0.328554026
414	0.3285387306
415	0.3284724269
416	0.3283556761
417	0.3281806761
418	0.3280581485
419	0.3277725798
420	0.3275960037
421	0.3275525459
422	0.32731651
423	0.3271898127
424	0.3270370737
425	0.3269647072
426	0.3268469633
427	0.3267040008
428	0.3266522532
429	0.3264878398
430	0.3263321012
431	0.3261487726
432	0.326074621
433	0.3260016433
434	0.3258019482
435	0.325593721
436	0.3255796468
437	0.3254763862
438	0.3253383541
439	0.325132503
440	0.3250496826
441	0.3248029355
442	0.3246842431
443	0.3245397179
444	0.3244119517
445	0.3243582479
446	0.3243099857
447	0.3241304674
448	0.3239977895
449	0.3238975404
450	0.3238691674
451	0.3237655354
452	0.3236303096
453	0.3235843075
454	0.3233477334
455	0.3232499911
456	0.3231926803
457	0.3231366033
458	0.323065009
459	0.3228653449
460	0.3227704276
461	0.3225698482
462	0.3225033899
463	0.3224659495
464	0.3222549876
465	0.3222354285
466	0.3221526204
467	0.3221320431
468	0.3220838005
469	0.3219480279
470	0.3218863295
471	0.3218432886
472	0.3216832726
473	0.3216169634
474	0.3215875603
475	0.3213292875
476	0.3211193576
477	0.3209627251
478	0.3207395793
479	0.32063026
480	0.3205601346
481	0.320376501
482	0.3202734833
483	0.320156022
484	0.3198724901
485	0.3197426434
486	0.3195719687
487	0.3194671575
488	0.3192533941
489	0.3190637382
490	0.3189058907
491	0.3187533836
492	0.3186920533
493	0.3185578642
494	0.3184077214
495	0.3182120051
496	0.3180414523
497	0.3178466034
498	0.3174936984
499	0.3173874712
500	0.3172553598
501	0.3171249473
502	0.3169599353
503	0.316735312
504	0.3167140731
505	0.3164076719
506	0.3162964862
507	0.3161248164
508	0.315919721
509	0.3158069579
510	0.3156941616
511	0.3156847606
512	0.3154867721
513	0.3152983089
514	0.3150651324
515	0.3148784626
516	0.3147135942
517	0.3145935902
518	0.3145845078
519	0.3143493942
520	0.3141825918
521	0.3141395092
522	0.3138965762
523	0.313847219
524	0.3136576044
525	0.3135034685
526	0.3134338251
527	0.3133119444
528	0.3131988186
529	0.3130115179
530	0.3129569553
531	0.3127895753
532	0.3127366875
533	0.3125474806
534	0.3124797948
535	0.3122350538
536	0.3119111691
537	0.3116738876
538	0.3115795241
539	0.3114431499
540	0.3113594168
541	0.3112915319
542	0.3111484555
543	0.3110140244
544	0.310841756
545	0.310814191
546	0.3107647073
547	0.3105168395
548	0.3104372342
549	0.3102250922
550	0.3100800693
551	0.3100629551
552	0.3099322701
553	0.3096814572
554	0.3094874566
555	0.3093692832
556	0.3091131898
557	0.3089779235
558	0.3088343677
559	0.308748978
560	0.3085922043
561	0.3084685078
562	0.3083333132
563	0.3082550568
564	0.308036107
565	0.3079303534
566	0.3077913603
567	0.3076946549
568	0.3074839282
569	0.3073077761
570	0.3071534697
571	0.3070137124
572	0.3069498108
573	0.3068261736
574	0.3066729568
575	0.3064747753
576	0.3063041455
577	0.3061829702
578	0.3060129952
579	0.3058393908
580	0.3056876382
581	0.3054139507
582	0.3052595365
583	0.3051586628
584	0.3049612477
585	0.304935329
586	0.3047973881
587	0.3046929495
588	0.3045555931
589	0.3043389442
590	0.3041372784
591	0.3040512367
592	0.3038864735
593	0.3038606028
594	0.3038298632
595	0.3036935122
596	0.3036082705
597	0.3034319024
598	0.3032384287
599	0.3031058847
600	0.3029935129
601	0.3027758988
602	0.3026987929
603	0.3026045378
604	0.3025090039
605	0.3024600055
606	0.3024168884
607	0.3022541421
608	0.3021207029
609	0.3019560743
610	0.3018439835
611	0.3017187429
612	0.3016941487
613	0.3016065074
614	0.3014464552
615	0.3012898516
616	0.3011367779
617	0.3010046062
618	0.3009201596
619	0.3008287632
620	0.3006774535
621	0.3005132828
622	0.3003785056
623	0.3003192412
624	0.3002447134
625	0.3000821482
626	0.2999940969
627	0.2998922295
628	0.2996909809
629	0.2995037154
630	0.2994168804
631	0.2993574965
632	0.2992322595
633	0.2991313353
634	0.2990173539
635	0.2988987327
636	0.2988045834
637	0.2986236461
638	0.2984246035
639	0.2982521552
640	0.2980913673
641	0.2980665378
642	0.2979991687
643	0.2978581759
644	0.2976504068
645	0.2975442591
646	0.2973480229
647	0.2972645563
648	0.2971544836
649	0.2970521351
650	0.2969561485
651	0.2968493625
652	0.2968260276
653	0.2967206552
654	0.2966963928
655	0.2965230314
656	0.2964357688
657	0.2963735659
658	0.2962694731
659	0.2962086334
660	0.2960484602
661	0.2958858965
662	0.29573245
663	0.2955556424
664	0.2954338186
665	0.2953356474
666	0.2952008422
667	0.2951631423
668	0.2950503384
669	0.2948469604
670	0.2947138547
671	0.294594341
672	0.2944755899
673	0.2944513842
674	0.2943466899
675	0.2942106125
676	0.2940709846
677	0.2939542817
678	0.293898015
679	0.2938800417
680	0.2937667879
681	0.2936711063
682	0.293575109
683	0.2934044049
684	0.2933110606
685	0.2932743598
686	0.293093701
687	0.2929611515
688	0.292770541
689	0.2926914952
690	0.2926168691
691	0.2925088182
692	0.2923538006
693	0.2922315016
694	0.2921380911
695	0.2920199631
696	0.2918916935
697	0.2917584942
698	0.2916940274
699	0.291554675
700	0.291391345
701	0.2912347445
702	0.2911239959
703	0.29107424
704	0.2910594446
705	0.2909168023
706	0.2909022673
707	0.2908152228
708	0.2906799817
709	0.2905791618
710	0.2905045576
711	0.2904422627
712	0.2902685899
713	0.2901331313
714	0.2900034126
715	0.289882111
716	0.2898676769
717	0.2897181771
718	0.2896013955
719	0.289465422
720	0.2893282224
721	0.2892200544
722	0.2890303085
723	0.2888446699
724	0.2887763849
725	0.2887563059
726	0.2886184954
727	0.288601259
728	0.2884420923
729	0.288343313
730	0.2881567082
731	0.2879706242
732	0.2878768834
733	0.2878436638
734	0.2877957645
735	0.2876379333
736	0.2875250302
737	0.2875080032
738	0.2874189818
739	0.2872799869
740	0.2871442239
741	0.2870345733
742	0.2869198585
743	0.2868837289
744	0.2867125067
745	0.2865995786
746	0.2864846001
747	0.2863560929
748	0.2862312048
749	0.2861148527
750	0.2860655633
751	0.2860460359
752	0.2859724192
753	0.285820039
754	0.285680021
755	0.2855056419
756	0.2854814648
757	0.2852947387
758	0.2851993773
759	0.2850618942
760	0.2849487277
761	0.2847946097
762	0.2846726396
763	0.2845371642
764	0.2844311791
765	0.2842702826
766	0.2841766383
767	0.2840084246
768	0.283886263
769	0.2838348623
770	0.2838075036
771	0.2836932024
772	0.2835826609
773	0.2834638707
774	0.2833629804
775	0.2832120105
776	0.2831078969
777	0.2829589103
778	0.2827875746
779	0.282697699
780	0.2825374257
781	0.2824506031
782	0.2822469763
783	0.2821326294
784	0.2819335745
785	0.2818195671
786	0.2817098984
787	0.2816471413
788	0.2815720891
789	0.2814701415
790	0.2813597228
791	0.2812730603
792	0.28113321
793	0.2810775165
794	0.2810398912
795	0.2810046792
796	0.2809103873
797	0.2807489679
798	0.2807412652
799	0.2806716944
800	0.2805667126
801	0.2804338776
802	0.2802949024
803	0.2801305629
804	0.2800615796
805	0.2799439764
806	0.2799286351
807	0.279858959
808	0.2796602477
809	0.2795428762
810	0.2795166712
811	0.2794118176
812	0.2793089267
813	0.2791360996
814	0.2790386945
815	0.2788621157
816	0.2786971227
817	0.278617032
818	0.2784535638
819	0.2784008499
820	0.278235463
821	0.2781365248
822	0.2780746376
823	0.2779145079
824	0.277882586
825	0.2778380361
826	0.2776796457
827	0.2775245571
828	0.2774019417
829	0.2773213102
830	0.2772147028
831	0.277024023
832	0.2769991369
833	0.2769471065
834	0.2767509307
835	0.2765892846
836	0.2764702973
837	0.2763662627
838	0.2762877316
839	0.2761403757
840	0.2760078467
841	0.2758472812
842	0.2757692755
843	0.2755999829
844	0.2754332626
845	0.2753699973
846	0.2753526781
847	0.2753323141
848	0.2751996008
849	0.2751089161
850	0.2750652446
851	0.2748314113
852	0.2747116111
853	0.2746929904
854	0.2745648665
855	0.2744497363
856	0.2743425129
857	0.2742430023
858	0.2741357439
859	0.2740531996
860	0.273954646
861	0.2738728685
862	0.2736361272
863	0.2735036014
864	0.2734112558
865	0.2732796962
866	0.2731606266
867	0.2730734165
868	0.2730584752
869	0.2729583816
870	0.2729223903
871	0.2728305177
872	0.2727046066
873	0.2726460296
874	0.2725484477
875	0.2725253957
876	0.2724226599
877	0.2724170443
878	0.2723506053
879	0.2721982578
880	0.2720786278
881	0.2720570105
882	0.2719433264
883	0.2719121248
884	0.2718568855
885	0.2717623895
886	0.271622268
887	0.2716114277
888	0.2714615984
889	0.2713415933
890	0.2712943977
891	0.2712709098
892	0.2711736905
893	0.271129919
894	0.2710364
895	0.2708775427
896	0.2708479458
897	0.2706986848
898	0.2705299962
899	0.2704278752
900	0.2703689557
901	0.2702444797
902	0.2700600849
903	0.2698932656
904	0.2698147258
905	0.2696717203
906	0.2695820276
907	0.2694638206
908	0.2693651683
909	0.2693189207
910	0.2691134488
911	0.2690281295
912	0.2688428456
913	0.2687095156
914	0.2686237305
915	0.2684871296
916	0.2683274193
917	0.2682097711
918	0.2680341209
919	0.2679763356
920	0.2679538898
921	0.2679349654
922	0.2678181234
923	0.2677980589
924	0.2676976396
925	0.267574746
926	0.2674500574
927	0.2673205065
928	0.2672283057
929	0.2671098323
930	0.2669708152
931	0.2668351771
932	0.266736831
933	0.266635836
934	0.2665552099
935	0.2665370513
936	0.2663517708
937	0.26628962
938	0.2662013905
939	0.2661905244
940	0.2660559955
941	0.2659687326
942	0.2659121169
943	0.265778618
944	0.2656665795
945	0.2656011692
946	0.2655841437
947	0.2654915361
948	0.2654662639
949	0.2653590413
950	0.265280121
951	0.2652396072
952	0.2651463542
953	0.2650169627
954	0.2649840614
955	0.2648405719
956	0.2647051711
957	0.2646173287
958	0.2644601499
959	0.2643973952
960	0.264262345
961	0.264137478
962	0.2640492737
963	0.2639405513
964	0.2638354386
965	0.2637251735
966	0.2635163332
967	0.263312354
968	0.2631722904
969	0.2631057492
970	0.2630414021
971	0.2629932903
972	0.2628909086
973	0.2627630668
974	0.2626883026
975	0.2626312526
976	0.2625374136
977	0.2623869752
978	0.2623143541
979	0.2621912077
980	0.2620826137
981	0.2619598146
982	0.2618638575
983	0.2617872869
984	0.2616996925
985	0.2616318755
986	0.261526359
987	0.2614841932
988	0.2612920505
989	0.2611732222
990	0.261045384
991	0.260962821
992	0.2608618275
993	0.2607902388
994	0.2606449717
995	0.2605033672
996	0.2604868973
997	0.2603328202
998	0.2603181728
999	0.2602208685
